feature_set fold epoch train_loss val_loss epoch_ms spike_rate sops
handcrafted-lfcc 0 1 2.136660 4.033841 145.049 0.125 44747
handcrafted-lfcc 0 2 1.173278 5.638921 168.562 0.176 55599
handcrafted-lfcc 0 3 0.749296 6.961144 165.080 0.204 62420
handcrafted-lfcc 0 4 0.538961 7.596187 170.558 0.206 59184
handcrafted-lfcc 0 5 0.416941 8.045125 164.848 0.252 70970
handcrafted-lfcc 0 6 0.332621 8.284635 165.807 0.257 70129
handcrafted-lfcc 0 7 0.264900 8.627419 142.262 0.272 75302
handcrafted-lfcc 0 8 0.213358 8.794351 124.675 0.272 74500
handcrafted-lfcc 0 9 0.168996 8.950355 129.111 0.282 73604
handcrafted-lfcc 0 10 0.140525 9.054340 127.665 0.280 73720
handcrafted-lfcc 0 11 0.120059 9.232421 127.122 0.297 77449
handcrafted-lfcc 1 1 1.601304 4.044210 182.797 0.184 65765
handcrafted-lfcc 1 2 0.645779 5.647477 153.997 0.223 73016
handcrafted-lfcc 1 3 0.350034 6.819388 165.696 0.251 76684
handcrafted-lfcc 1 4 0.246090 7.524218 157.981 0.279 84306
handcrafted-lfcc 1 5 0.181806 7.958807 158.296 0.268 78019
handcrafted-lfcc 1 6 0.145105 8.105680 148.488 0.301 89052
handcrafted-lfcc 1 7 0.111196 8.371262 144.806 0.297 85178
handcrafted-lfcc 1 8 0.082661 8.490149 151.526 0.280 79286
handcrafted-lfcc 1 9 0.068062 8.655964 146.287 0.294 83672
handcrafted-lfcc 1 10 0.052286 8.819077 151.576 0.300 85201
handcrafted-lfcc 1 11 0.044298 8.887286 115.808 0.306 86959
handcrafted-lfcc 2 1 1.748443 3.782670 174.819 0.148 52437
handcrafted-lfcc 2 2 0.708087 5.354506 179.938 0.212 68245
handcrafted-lfcc 2 3 0.298242 6.900101 191.372 0.231 68649
handcrafted-lfcc 2 4 0.163760 7.800062 177.365 0.252 73369
handcrafted-lfcc 2 5 0.098352 8.201643 177.774 0.260 73504
handcrafted-lfcc 2 6 0.064064 8.476639 161.011 0.246 68300
handcrafted-lfcc 2 7 0.044531 8.682891 152.314 0.263 72754
handcrafted-lfcc 2 8 0.032779 8.861696 148.399 0.278 75966
handcrafted-lfcc 2 9 0.024533 9.026403 147.706 0.274 73314
handcrafted-lfcc 2 10 0.019059 9.190347 131.128 0.305 83356
handcrafted-lfcc 2 11 0.015492 9.309836 120.276 0.307 82319
handcrafted-lfcc 3 1 1.751607 3.827589 160.222 0.153 54407
handcrafted-lfcc 3 2 0.724384 5.275395 164.988 0.218 70316
handcrafted-lfcc 3 3 0.308193 6.775149 162.310 0.232 69714
handcrafted-lfcc 3 4 0.168691 7.717891 167.293 0.254 74540
handcrafted-lfcc 3 5 0.102067 8.152499 161.243 0.263 74774
handcrafted-lfcc 3 6 0.064916 8.452004 174.196 0.252 69902
handcrafted-lfcc 3 7 0.043852 8.661450 156.839 0.264 73195
handcrafted-lfcc 3 8 0.031280 8.863503 152.116 0.281 76709
handcrafted-lfcc 3 9 0.023835 9.000729 152.470 0.277 74436
handcrafted-lfcc 3 10 0.019011 9.149899 143.043 0.306 84132
handcrafted-lfcc 3 11 0.015072 9.264661 113.045 0.309 82981
handcrafted-lfcc 4 1 1.378076 2.970810 97.966 0.217 80175
handcrafted-lfcc 4 2 0.538581 3.228151 79.659 0.238 85217
handcrafted-lfcc 4 3 0.228552 3.558618 81.425 0.244 84779
handcrafted-lfcc 4 4 0.108141 3.862791 81.464 0.270 90346
handcrafted-lfcc 4 5 0.058030 4.142846 80.553 0.291 95533
handcrafted-lfcc 4 6 0.035143 4.383520 87.197 0.304 97243
handcrafted-lfcc 4 7 0.021400 4.576666 83.028 0.315 99703
handcrafted-lfcc 4 8 0.015389 4.744352 85.154 0.287 89269
handcrafted-lfcc 4 9 0.011028 4.876956 84.300 0.309 95123
handcrafted-lfcc 4 10 0.007660 4.977521 88.206 0.337 103433
handcrafted-lfcc 4 11 0.005740 5.066496 86.207 0.345 105212
